high,medium,low,listing_id
0.347,0.653,0.0,7221480
0.872,0.084,0.044,7127098
0.268,0.707,0.025,6866226
0.291,0.692,0.017,6813007
0.993,0.007,0.0,7107280
0.995,0.005,0.0,7020676
0.993,0.007,0.0,7128177
0.8595,0.1205,0.02,6993932
0.195,0.751,0.054,6878929
0.787,0.155,0.058,6831732
0.924,0.069,0.007,7070836
0.946,0.046,0.008,7062633
0.0436,0.7694,0.187,7226871
0.891,0.105,0.004,7039600
0.753,0.227,0.02,7155020
0.895,0.0875,0.0175,7103296
0.93,0.061,0.009,6858298
0.962,0.032,0.006,7199008
0.991,0.007,0.002,7103696
0.969,0.028,0.003,7096188
0.227,0.73,0.043,7058222
0.912,0.073,0.015,7208928
0.827,0.147,0.026,6933570
0.959,0.039,0.002,7195627
0.995,0.005,0.0,6982729
0.942,0.054,0.004,7047690
0.747,0.241,0.012,7005506
0.8971833333333334,0.0809,0.021916666666666664,6841798
0.939,0.056,0.005,7223193
0.977,0.022,0.001,7156281
0.838,0.154,0.008,6983440
0.111,0.882,0.007,6980488
0.196,0.777,0.027,7010859
0.968,0.024,0.008,6964180
0.16908333333333334,0.78625,0.04466666666666667,7014286
0.25866666666666666,0.715,0.026333333333333337,7078152
0.652,0.077,0.271,7096816
0.976,0.019,0.005,7221956
0.037,0.098,0.865,7123421
0.875,0.1,0.025,7210495
0.9206666666666666,0.065,0.014333333333333333,7190509
0.932,0.054,0.014,7123605
0.243,0.074,0.683,7023207
0.971,0.026,0.003,6875669
0.08,0.105,0.815,6958821
0.202,0.78,0.018,6830066
0.973,0.024,0.003,7056996
0.992,0.003,0.005,7019444
0.984,0.012,0.004,6992328
0.212,0.0964,0.6916,7072520
0.939,0.058,0.003,7150196
0.269,0.723,0.008,6982108
0.106,0.883,0.011,7140020
0.897,0.084,0.019,6973726
0.991,0.008,0.001,6853297
0.886,0.109,0.005,6945666
0.985,0.013,0.002,7153754
0.956,0.041,0.003,7233491
0.993,0.007,0.0,7051227
0.889,0.09,0.021,7233441
0.773,0.149,0.078,6970525
0.769,0.173,0.058,7172437
0.968,0.028,0.004,6982725
0.159,0.156,0.685,7141629
0.951,0.043,0.006,6955269
0.154,0.09,0.756,7130171
0.98,0.018,0.002,7038187
0.972,0.025,0.003,7125748
0.963,0.033,0.004,7193480
0.968,0.028,0.004,7163462
0.935,0.059,0.006,6823687
0.825,0.053,0.122,6832417
0.884,0.099,0.017,7193269
0.21,0.127,0.663,6922037
0.9345,0.0585,0.007,7064482
0.281,0.716,0.003,6844190
0.8355,0.12566666666666665,0.03883333333333333,6980839
0.896,0.079,0.025,7234391
0.167,0.142,0.691,7045037
0.954,0.037,0.009,6929385
0.916,0.08,0.004,6821252
0.941,0.055,0.004,7047008
0.826,0.134,0.04,7074660
0.9291666666666667,0.055,0.01583333333333333,6876546
0.273,0.713,0.014,7154886
0.906,0.072,0.022,7145411
0.203,0.751,0.046,7160309
0.9268,0.05,0.0232,6848467
0.091,0.176,0.733,7050781
0.716,0.275,0.009,6872444
0.882,0.074,0.044,7197193
0.228,0.749,0.023,7217762
0.994,0.006,0.0,6987466
0.218,0.759,0.023,7159450
0.901,0.079,0.02,7107797
0.9475,0.0445,0.008,7082381
0.285,0.705,0.01,6959471
0.91,0.086,0.004,6925264
0.1225,0.16133333333333336,0.7161666666666666,6854859
0.19,0.7706666666666666,0.03933333333333334,7104710
0.843,0.091,0.066,6909116
0.992,0.007,0.001,6921007
0.229,0.738,0.033,7058332
0.9405,0.035,0.0245,6925036
0.176,0.148,0.676,7212004
0.256,0.732,0.012,7169366
0.091,0.10366666666666666,0.8053333333333333,6993872
0.913,0.073,0.014,7177836
0.154,0.146,0.7,6922503
0.136,0.826,0.038,7218993
0.13,0.834,0.036,6842939
0.966,0.026,0.008,6927665
0.993,0.004,0.003,7213096
0.999,0.001,0.0,6944284
0.983,0.014,0.003,6904446
0.165,0.784,0.051,7116302
0.982,0.016,0.002,6976860
0.977,0.015,0.008,7195413
0.227,0.722,0.051,7008803
0.974,0.022,0.004,7193723
0.993,0.006,0.001,7207294
0.928,0.064,0.008,7049832
0.99,0.006,0.004,7196689
0.167,0.809,0.024,7072097
0.985,0.014,0.001,6952330
0.963,0.034,0.003,6910848
0.216,0.747,0.037,7019835
0.961,0.024,0.015,6881215
0.937,0.057,0.006,6862574
0.967,0.03,0.003,6901729
0.866,0.092,0.042,7117031
0.973,0.027,0.0,7089402
0.9276666666666668,0.064,0.008333333333333331,6845395
0.953,0.041,0.006,7203235
0.959,0.037,0.004,7039358
0.891,0.088,0.021,6947089
0.892,0.096,0.012,7170908
0.915,0.073,0.012,7110847
0.802,0.17,0.028,7160000
0.19375,0.76725,0.039,7018743
0.982,0.017,0.001,7041180
0.876,0.104,0.02,6848194
0.268,0.725,0.007,7033770
0.816,0.135,0.049,6928034
0.922,0.064,0.014,7230674
0.964,0.035,0.001,6832399
0.852,0.141,0.007,6996333
0.223,0.741,0.036,7112031
0.966,0.033,0.001,6898058
0.202,0.769,0.029,7216250
0.861,0.105,0.034,6854648
0.842,0.112,0.046,7057415
0.916,0.073,0.011,7205334
0.812,0.178,0.01,6946145
0.959,0.034,0.007,6906345
0.208,0.10366666666666666,0.6883333333333332,7091954
0.224,0.717,0.059,7196246
0.107,0.868,0.025,6826048
0.988,0.012,0.0,6888744
0.924,0.055,0.021,7158052
0.986,0.012,0.002,6994870
0.991,0.009,0.0,6846065
0.961,0.033,0.006,7042742
0.99,0.007,0.003,7112247
0.982,0.013,0.005,6911503
0.259,0.709,0.032,7021533
0.917,0.076,0.007,7159109
0.94,0.057,0.003,6931870
0.821,0.143,0.036,7154322
0.0785,0.126,0.7955,6833899
0.247,0.744,0.009,7090085
0.209,0.75,0.041,7104340
0.775,0.1747,0.0503,6968275
0.972,0.024,0.004,7190317
0.97,0.03,0.0,7041357
0.172,0.771,0.057,7053818
0.153,0.8195,0.0275,6860893
0.922,0.074,0.004,6989603
0.956,0.038,0.006,7146359
0.851,0.077,0.072,6884166
0.9175,0.0785,0.004,7209034
0.909,0.081,0.01,6982021
0.96,0.034,0.006,6861638
0.903,0.074,0.023,6879475
0.82,0.151,0.029,6837499
0.889,0.102,0.009,7157069
0.877,0.095,0.028,6969176
0.122,0.837,0.041,7071468
0.921,0.064,0.015,7119254
0.923,0.066,0.011,7043114
0.98,0.01825,0.00175,6965023
0.71,0.195,0.095,7160557
0.123,0.832,0.045,6911902
0.9545,0.0415,0.004,7126675
0.09,0.869,0.041,7059040
0.974,0.025,0.001,7047684
0.869,0.088,0.043,6897155
0.977,0.023,0.0,6909433
0.141,0.143,0.716,6845553
0.974,0.021,0.005,7083993
0.069,0.898,0.033,6878396
0.922,0.059,0.019,7206157
0.989,0.01,0.001,6961725
0.785,0.159,0.056,6985406
0.741,0.247,0.012,7099373
0.792,0.149,0.059,7153436
0.835,0.136,0.029,6978203
0.981,0.015,0.004,6906455
0.891,0.09,0.019,6962369
0.985,0.013,0.002,7027622
0.986,0.014,0.0,7069534
0.999,0.001,0.0,6946565
0.089,0.792,0.119,7116924
0.895,0.089,0.016,7163150
0.107,0.081,0.812,6894811
0.859,0.097,0.044,7142571
0.89,0.104,0.006,7063592
0.192,0.748,0.06,7050852
0.945,0.031,0.024,6848234
0.885,0.099,0.016,7081922
0.847,0.083,0.07,6930801
0.151,0.797,0.052,7170338
0.986,0.013,0.001,6884677
0.926,0.062,0.012,7154947
0.967,0.026,0.007,7103587
0.947,0.039,0.014,7126775
0.249,0.72,0.031,7079227
0.964,0.027,0.009,7152839
0.851,0.098,0.051,7209056
0.31,0.673,0.017,7015474
0.923,0.073,0.004,6962559
0.856,0.103,0.041,7443539
0.959,0.036,0.005,7140563
0.983,0.016,0.001,6977364
0.029,0.078,0.893,6906702
0.131,0.838,0.031,7091862
0.922,0.076,0.002,7205149
0.863,0.106,0.031,7137517
0.101,0.247,0.652,7090141
0.998,0.001,0.001,6928541
0.798,0.165,0.037,7112838
0.979,0.015,0.006,6899655
0.826,0.142,0.032,7154417
0.947,0.048,0.005,6974812
0.277,0.689,0.034,6935892
0.918,0.055600000000000004,0.0264,6832142
0.9013333333333332,0.07166666666666667,0.027,7017559
0.868,0.122,0.01,7169079
0.9485,0.0415,0.01,7089048
0.225,0.735,0.04,7043828
0.928,0.059,0.013,6984645
0.956,0.035,0.009,7048131
0.947,0.048,0.005,7065842
0.991,0.007,0.002,6897919
0.085,0.6925,0.2225,7232847
0.202,0.7625,0.0355,7148912
0.974,0.025,0.001,6851628
0.897,0.089,0.014,7216605
0.682,0.292,0.026,6889949
0.338,0.662,0.0,6903814
0.944,0.05,0.006,7137656
0.868,0.1,0.032,7106127
0.5288250000000001,0.46817499999999995,0.003,6952599
0.9948333333333333,0.005166666666666666,0.0,7054037
0.891,0.083,0.026,7160399
0.112,0.712,0.176,7189392
0.696,0.285,0.019,6942654
0.931,0.063,0.006,7082671
0.983,0.017,0.0,7212819
0.872,0.099,0.029,7201353
0.14980000000000002,0.799,0.0512,7148118
0.859,0.124,0.017,6920296
0.902,0.09,0.008,7005471
0.873,0.108,0.019,7061296
0.995,0.005,0.0,6992757
0.255,0.107,0.638,6874028
0.12166666666666667,0.8076666666666668,0.07066666666666666,6882278
0.831,0.123,0.046,7043566
0.157,0.789,0.054,6970258
0.932,0.062,0.006,7089713
0.051,0.872,0.077,6970516
0.928,0.06166666666666666,0.010333333333333333,6968924
0.821,0.164,0.015,6971885
0.862,0.115,0.023,7173669
0.145,0.78,0.075,6969548
0.282,0.705,0.013,6989021
0.091,0.901,0.008,6925821
0.9236666666666666,0.052,0.024333333333333332,7004798
0.221,0.12,0.659,7039676
0.138,0.755,0.107,7015707
0.989,0.011,0.0,7205537
0.956,0.043,0.001,6999587
0.96,0.037,0.003,7034911
0.209,0.772,0.019,6971220
0.929,0.058,0.013,7059126
0.963,0.034,0.003,7214765
0.963,0.029,0.008,6898065
0.108,0.178,0.714,7017745
0.164,0.1525,0.6835,6938298
0.956,0.04,0.004,7206281
0.967,0.024333333333333335,0.008666666666666668,7174515
0.138,0.172,0.69,7023593
0.978,0.015,0.007,6888310
0.989,0.01,0.001,6831463
0.946,0.041,0.013,7206294
0.13,0.1155,0.7545,6832734
0.859,0.107,0.034,7079124
0.03,0.725,0.245,7015821
0.148,0.765,0.087,6942260
0.927,0.063,0.01,7109287
0.187,0.808,0.005,7079884
0.244,0.733,0.023,7041914
0.996,0.004,0.0,6885448
0.94,0.045,0.015,7050915
0.916,0.07,0.014,6955011
0.768,0.206,0.026,6932340
0.853,0.108,0.039,6992123
0.066,0.893,0.041,6997921
0.206,0.769,0.025,6889417
0.834,0.12,0.046,7136741
0.112,0.7825,0.1055,7182715
0.895,0.082,0.023,6972970
0.14466666666666667,0.7983333333333332,0.057,6868922
0.807,0.108,0.085,6978364
0.991,0.008,0.001,6939850
0.322,0.672,0.006,6954067
0.995,0.004,0.001,7196949
0.0075,0.784,0.2085,6895719
0.154,0.824,0.022,7176112
0.912,0.082,0.006,7078884
0.898,0.091,0.011,6861093
0.944,0.051,0.005,7203889
0.2175,0.7645,0.018,6918871
0.198,0.758,0.044,6926741
0.976,0.022,0.002,7101290
0.998,0.002,0.0,6956669
0.255,0.695,0.05,7007206
0.994,0.006,0.0,7123475
0.943,0.049,0.008,7178761
0.763,0.143,0.094,7196075
0.1755,0.7775,0.047,6861282
0.986,0.012,0.002,6850746
0.872,0.105,0.023,7148234
0.894,0.095,0.011,6845080
0.882,0.096,0.022,7054740
0.82,0.127,0.053,7104629
0.231,0.738,0.031,7141908
0.86975,0.12025,0.01,6889238
0.013,0.017,0.97,7031009
0.114,0.215,0.671,7099652
0.922,0.062,0.016,6935031
0.785,0.179,0.036,7062003
0.8265,0.1395,0.034,6827442
0.251,0.735,0.014,6843845
0.976,0.024,0.0,7205111
0.772,0.216,0.012,7057946
0.132,0.228,0.64,7188316
0.906,0.085,0.009,7029001
0.922,0.052,0.026,7171093
0.872,0.109,0.019,7000430
0.186,0.163,0.651,7083430
0.987,0.01,0.003,6980344
0.93,0.063,0.007,6830018
0.932,0.054,0.014,7220877
0.975,0.023,0.002,6813043
0.156,0.794,0.05,7042170
0.126,0.823,0.051,6839059
0.8665,0.1015,0.032,6832344
0.227,0.725,0.048,7122164
0.973,0.017,0.01,7228573
0.111,0.1485,0.7405,6992409
0.235,0.761,0.004,6956225
0.8966666666666666,0.08733333333333335,0.016,7033646
0.119,0.137,0.744,6856784
0.982,0.016,0.002,7135220
0.126,0.821,0.053,7136581
0.8115,0.159,0.0295,6821333
0.966,0.032,0.002,6993461
0.977,0.023,0.0,7123572
0.1155,0.8685,0.016,7039085
0.229,0.726,0.045,6902881
0.834,0.138,0.028,6927253
0.985,0.015,0.0,7161806
0.961,0.036,0.003,7088367
0.10766666666666667,0.866,0.026333333333333334,6933612
0.985,0.013,0.002,6820054
0.991,0.009,0.0,7209403
0.7288333333333332,0.2446666666666667,0.0265,7049509
0.882,0.105,0.013,6831689
0.3055,0.6755,0.019,6964102
0.819,0.152,0.029,6891817
0.769,0.165,0.066,6822248
0.855,0.108,0.037,6939080
0.997,0.003,0.0,6836101
0.25,0.092,0.658,6898572
0.93725,0.05675,0.006,6857707
0.172,0.791,0.037,7132353
0.945,0.05,0.005,7036838
0.9,0.057,0.043,6889822
0.929,0.055,0.016,6956050
0.357,0.64,0.003,6864539
0.951,0.044,0.005,6945671
0.822,0.168,0.01,7162397
0.997,0.003,0.0,6897676
0.854,0.116,0.03,7005715
0.95,0.045,0.005,6979014
0.884,0.093,0.023,7095973
0.196,0.759,0.045,7055731
0.998,0.001,0.001,6916125
0.8385333333333336,0.15846666666666664,0.003,6913551
0.16,0.779,0.061,7081713
0.919,0.07,0.011,7000786
0.978,0.019,0.003,6988617
0.924,0.067,0.009,7707521
0.997,0.003,0.0,7174817
0.25,0.09,0.66,7164152
0.329,0.03,0.641,7004301
0.191,0.686,0.123,7102016
0.959,0.038,0.003,7115378
0.9275,0.0655,0.007,7115837
0.998,0.002,0.0,6924775
0.941,0.049,0.01,6924211
0.936,0.051,0.013,6963937
0.987,0.012,0.001,7165828
0.82,0.12840000000000001,0.0516,6902512
0.861,0.105,0.034,6872759
0.875,0.096,0.029,7033050
0.992,0.008,0.0,6848328
0.907,0.066,0.027,7198388
0.108,0.8457333333333333,0.046266666666666664,6933355
0.95,0.037,0.013,6834330
0.971,0.027,0.002,6877723
0.846,0.121,0.033,6939059
0.213,0.7365,0.0505,7226743
0.985,0.01,0.005,6911579
0.848,0.113,0.039,6854711
0.48688571428571403,0.073,0.44011428571428585,7607549
0.199,0.153,0.648,7091654
0.829,0.142,0.029,7171817
0.086,0.265,0.649,7193522
0.8784166666666666,0.08658333333333333,0.035,7181043
0.927,0.061,0.012,7215329
0.89,0.092,0.018,6883529
0.195,0.793,0.012,6916927
0.07983333333333333,0.2815,0.6386666666666666,6938279
0.973,0.025,0.002,6992500
0.8743333333333334,0.10066666666666667,0.025,6993816
0.164,0.761,0.075,6889642
0.337,0.657,0.006,6854516
0.961,0.037,0.002,7056666
0.815,0.153,0.032,6895347
0.116,0.20633333333333334,0.6776666666666666,6938455
0.844,0.142,0.014,7209853
0.965,0.029,0.006,7182895
0.991,0.007,0.002,7045733
0.9383333333333332,0.04766666666666667,0.014,6836925
0.195,0.743,0.062,7181539
0.935,0.056,0.009,7233271
0.8503333333333334,0.12033333333333335,0.029333333333333336,7173916
0.158,0.77,0.072,7139175
0.232,0.74,0.028,6845662
0.917,0.064,0.019,6844038
0.955,0.039,0.006,6842497
0.153,0.775,0.072,6872484
0.8306666666666667,0.159,0.010333333333333333,6889707
0.883,0.087,0.03,7025374
0.238,0.733,0.029,6851370
0.944,0.054,0.002,6996415
0.132,0.157,0.711,7076451
0.8683333333333334,0.1005,0.03116666666666667,6881361
0.991,0.009,0.0,7203620
0.902,0.097,0.001,6978272
0.963,0.034,0.003,7059132
0.162,0.763,0.075,7100348
0.188,0.7561666666666667,0.05583333333333333,6957850
0.991,0.009,0.0,7224208
0.159,0.172,0.669,7072297
0.715,0.191,0.094,7015222
0.757,0.165,0.078,7466332
0.948,0.041,0.011,7073787
0.15,0.814,0.036,6952648
0.907,0.081,0.012,7200325
0.1735,0.759,0.0675,7109824
0.951,0.043,0.006,7175634
0.934,0.063,0.003,7001191
0.927,0.069,0.004,7216169
0.979,0.017,0.004,6914877
0.937,0.059,0.004,7004633
0.995,0.005,0.0,7163758
0.874,0.105,0.021,7167749
0.155,0.78,0.065,7140533
0.977,0.02,0.003,6904986
0.869,0.11,0.021,7015415
0.952,0.038,0.01,7130893
0.939,0.057,0.004,7006081
0.113,0.849,0.038,7154793
0.971,0.028,0.001,7059102
0.124,0.184,0.692,7053229
0.201,0.765,0.034,7159690
0.172,0.801,0.027,6970777
0.999,0.001,0.0,6998350
0.865,0.118,0.017,6899175
0.138,0.827,0.035,7207769
0.946,0.043,0.011,6847956
0.911,0.0805,0.0085,6899196
0.991,0.007,0.002,7163613
0.961,0.034,0.005,6921771
0.957,0.038,0.005,6963302
0.993,0.005,0.002,7150374
0.979,0.021,0.0,6881567
0.044,0.036,0.92,7079069
0.851,0.136,0.013,7054806
0.944,0.051,0.005,6969769
0.882,0.102,0.016,7096208
0.911,0.077,0.012,7083477
0.129,0.865,0.006,7171813
0.8883333333333334,0.073,0.03866666666666667,7091087
0.312,0.671,0.017,7214343
0.845,0.13,0.025,6842713
0.9375,0.0595,0.003,7254074
0.856,0.081,0.063,7216205
0.979,0.016,0.005,6903386
0.161,0.784,0.055,7181960
0.931,0.057,0.012,7201696
0.213,0.757,0.03,7171901
0.917,0.071,0.012,7178435
0.942,0.049,0.009,7059227
0.909,0.076,0.015,6939919
0.295,0.049,0.656,7136129
0.067,0.123,0.81,7038439
0.8258333333333333,0.1205,0.05366666666666667,6858424
0.96,0.036,0.004,7144683
0.929,0.052,0.019,7228862
0.9818333333333332,0.014166666666666666,0.004,7042012
0.984,0.014,0.002,7129179
0.084,0.911,0.005,7137239
0.974,0.02,0.006,7004800
0.905,0.079,0.016,6868768
0.068,0.47453214285714307,0.4574678571428569,7127034
0.883,0.117,0.0,6820034
0.941,0.038,0.021,7058062
0.289,0.692,0.019,6849005
0.787,0.136,0.077,7079988
0.9235,0.0635,0.013,7038053
0.916,0.08,0.004,7167192
0.193,0.134,0.673,7118460
0.201,0.786,0.013,7102682
0.314,0.663,0.023,7049950
0.082,0.1255,0.7925,6878211
0.965,0.035,0.0,7081927
0.084,0.911,0.005,7074018
0.887,0.08,0.033,7004549
0.2025,0.7755,0.022,6996913
0.912,0.077,0.011,6848363
0.933,0.055,0.012,7116660
0.023,0.971,0.006,7078998
0.238,0.728,0.034,7216105
0.278,0.676,0.046,7109933
0.919,0.067,0.014,7063482
0.94,0.054,0.006,7177662
0.141,0.126,0.733,7161699
0.317,0.676,0.007,7111107
0.9695,0.0275,0.003,6815957
0.209,0.764,0.027,7071493
0.969,0.028,0.003,7087860
0.955,0.042,0.003,6945747
0.202,0.744,0.054,7152404
0.855,0.116,0.029,6994709
0.961,0.033,0.006,7052641
0.239,0.755,0.006,7069994
0.9735,0.0245,0.002,7069054
0.222,0.764,0.014,6872985
0.8003333333333333,0.1495,0.050166666666666665,7157272
0.988,0.01,0.002,7203560
0.89,0.079,0.031,6932759
0.898,0.073,0.029,7052245
0.875,0.097,0.028,6968092
0.229,0.759,0.012,6825036
0.325,0.666,0.009,7201946
0.912,0.068,0.02,7196964
0.952,0.045,0.003,7064266
0.997,0.003,0.0,7013277
0.874,0.099,0.027,7226500
0.977,0.017,0.006,7117728
0.992,0.008,0.0,6972470
0.214,0.75,0.036,7074487
0.844,0.137,0.019,6937625
0.904,0.0755,0.0205,7056879
0.808,0.13,0.062,6896245
0.2725,0.7195,0.008,6830380
0.905,0.084,0.011,7233229
0.305,0.694,0.001,6890146
0.981,0.014,0.005,6893916
0.951,0.044,0.005,6878679
0.114,0.125,0.761,7187156
0.98,0.011,0.009,7152164
0.284,0.711,0.005,6997279
0.171,0.164,0.665,6928221
0.971,0.022,0.007,7106758
0.217,0.742,0.041,7053733
0.966,0.033,0.001,6956735
0.943,0.055,0.002,6898633
0.942,0.045,0.013,7219047
0.975,0.015,0.01,6970725
0.976,0.018,0.006,6895147
0.18133333333333335,0.078,0.7406666666666666,6969350
0.112,0.205,0.683,6933384
0.986,0.014,0.0,7051817
0.912,0.077,0.011,6829232
0.998,0.002,0.0,7094635
0.262,0.723,0.015,7173721
0.093,0.858,0.049,6877535
0.08175,0.778,0.14025,6833960
0.031,0.11,0.859,7019672
0.9946666666666667,0.002333333333333333,0.003,7068077
0.9783999999999999,0.0176,0.004,6911102
0.035,0.14,0.825,7095959
0.995,0.005,0.0,6832178
0.87825,0.08775,0.034,7182551
0.923,0.0585,0.0185,7089595
0.94,0.055,0.005,7012550
0.0955,0.8334999999999999,0.071,6942818
0.285,0.698,0.017,7174030
0.12,0.7,0.18,7093316
0.096,0.164,0.74,7137787
0.082,0.119,0.799,7098805
0.994,0.005,0.001,7015578
0.275,0.725,0.0,6893454
0.072,0.136,0.792,7189856
0.996,0.002,0.002,6954985
0.983,0.014,0.003,6897812
0.967,0.03,0.003,7077547
0.22440000000000002,0.726,0.0496,6960194
0.898,0.077,0.025,7215461
0.823,0.157,0.02,7030944
0.187,0.771,0.042,7187142
0.28,0.695,0.025,7066943
0.9461,0.037899999999999996,0.016,7144676
0.948,0.043,0.009,6828655
0.977,0.008,0.015,7004312
0.118,0.855,0.027,6910672
0.895,0.09,0.015,7210855
0.99,0.008,0.002,6910087
0.927,0.061,0.012,7205966
0.893,0.066,0.041,7213812
0.893,0.087,0.02,6850380
0.973,0.024,0.003,7194154
0.058,0.106,0.836,7210145
0.271,0.723,0.006,6896146
0.91,0.084,0.006,6823432
0.759,0.16866666666666666,0.07233333333333335,7076873
0.9316666666666668,0.059333333333333335,0.009,6893577
0.96,0.035,0.005,7190994
0.827,0.145,0.028,6873925
0.837,0.139,0.024,6979817
0.89,0.081,0.029,7056360
0.904,0.085,0.011,7066008
0.144,0.168,0.688,6982776
0.874,0.109,0.017,7052392
0.891,0.101,0.008,7107709
0.152,0.159,0.689,6918319
0.857,0.115,0.028,6834910
0.975,0.02,0.005,7083947
0.155,0.775,0.07,7053710
0.8095,0.1515,0.039,6896536
0.955,0.043,0.002,7209085
0.992,0.008,0.0,7136088
0.866,0.121,0.013,6963108
0.22316666666666665,0.7368333333333333,0.04,6929725
0.878,0.117,0.005,7064405
0.94,0.054,0.006,7050575
0.228,0.715,0.057,6901626
0.884,0.1,0.016,6846962
0.958,0.036,0.006,6897110
0.954,0.043,0.003,7205207
0.993,0.007,0.0,6863351
0.798,0.136,0.066,6844991
0.811,0.159,0.03,7099910
0.992,0.005,0.003,7179500
0.825,0.152,0.023,6985532
0.838,0.131,0.031,7077255
0.793,0.184,0.023,6929715
0.232,0.728,0.04,7212725
0.989,0.011,0.0,6885583
0.295,0.698,0.007,7076487
0.994,0.006,0.0,6937319
0.812,0.167,0.021,7029319
0.271,0.718,0.011,7020019
0.275,0.714,0.011,6994131
0.122,0.173,0.705,6868525
0.882,0.104,0.014,7097312
0.951,0.048,0.001,7063170
0.994,0.006,0.0,7018096
0.114,0.78,0.106,7056228
0.991,0.007,0.002,7062523
0.988,0.008,0.004,7156122
0.049,0.754,0.197,6913393
0.976,0.023,0.001,7052295
0.161,0.171,0.668,7196033
0.148,0.131,0.721,7031861
0.993,0.005,0.002,7059783
0.985,0.011,0.004,7028732
0.1385,0.15983333333333336,0.7016666666666667,7018386
0.269,0.723,0.008,7116722
0.162,0.802,0.036,6924856
0.976,0.02,0.004,7175689
0.9483333333333334,0.04366666666666667,0.008,7041674
0.711,0.2645,0.0245,7008291
0.9495,0.0345,0.016,7166407
0.981,0.013,0.006,6829202
0.917,0.066,0.017,7214152
0.7645,0.151,0.0845,6878240
0.938,0.058,0.004,7218073
0.9275,0.0705,0.002,6820323
0.8063333333333332,0.1736666666666667,0.02,6878733
0.981,0.016,0.003,7029955
0.905,0.082,0.013,6920818
0.9778333333333332,0.021166666666666663,0.001,7208235
0.195,0.061,0.744,6834059
0.171,0.813,0.016,6924409
0.94,0.038,0.022,6854176
0.1485,0.1696,0.6819,7156270
0.999,0.001,0.0,7138996
0.997,0.003,0.0,7033368
0.915,0.079,0.006,7161521
0.127,0.164,0.709,7056006
0.988,0.011,0.001,6850969
0.996,0.004,0.0,6812535
0.774,0.173,0.053,7117040
0.116,0.883,0.001,6937063
0.944,0.05,0.006,6818507
0.29,0.701,0.009,7181724
0.88,0.076,0.044,6981871
0.942,0.051,0.007,7130055
0.981,0.016,0.003,7203113
0.207,0.779,0.014,6936060
0.977,0.017,0.006,6930034
0.75,0.237,0.013,7054781
0.137,0.848,0.015,7232229
0.927,0.065,0.008,6853168
0.998,0.002,0.0,6963579
0.991,0.008,0.001,7090740
0.994,0.005,0.001,6955992
0.3425,0.6525,0.005,6835628
0.158,0.768,0.074,6999458
0.86,0.098,0.042,7000158
0.9355,0.058,0.0065,7004603
0.923,0.057,0.02,6903256
0.922,0.073,0.005,6972225
0.963,0.031,0.006,7212432
0.904,0.079,0.017,7048836
0.978,0.021,0.001,7103416
0.996,0.003,0.001,7090109
0.089,0.843,0.068,6816398
0.836,0.127,0.037,7210778
0.911,0.08,0.009,7099337
0.198,0.748,0.054,7141211
0.255,0.6956,0.0494,7140664
0.948,0.045,0.007,7194374
0.99,0.009,0.001,7003941
0.236,0.753,0.011,7104355
0.096,0.845,0.059,7170011
0.18,0.769,0.051,6813977
0.771,0.161,0.068,6840175
0.892,0.069,0.039,6868374
0.268,0.719,0.013,7088932
0.249,0.74,0.011,6973550
0.996,0.004,0.0,7186812
0.793,0.168,0.039,6819306
0.954,0.043,0.003,7180286
0.857,0.132,0.011,6969301
0.943,0.05,0.007,7093328
0.981,0.017,0.002,6904047
0.965,0.034,0.001,7162055
0.771,0.135,0.094,6999448
0.8553333333333334,0.12866666666666665,0.016,7200839
0.867,0.105,0.028,7218268
0.261,0.734,0.005,6993956
0.878,0.116,0.006,6871648
0.28,0.706,0.014,6977976
0.753,0.239,0.008,7047693
0.938,0.061,0.001,7112148
0.912,0.073,0.015,7153361
0.918,0.065,0.017,6853424
0.902,0.078,0.02,7205558
0.881,0.102,0.017,6991238
0.848,0.114,0.038,6907195
0.957,0.04,0.003,7188845
0.995,0.003,0.002,6998538
0.84,0.125,0.035,7097412
0.937,0.057,0.006,6814219
0.269,0.72075,0.01025,7065694
0.907,0.08,0.013,7078651
0.936,0.044,0.02,7007715
0.955,0.039,0.006,7118954
0.812,0.158,0.03,6869158
0.8695,0.1055,0.025,7021081
0.982,0.018,0.0,6918087
0.865,0.111,0.024,6995069
0.951,0.044,0.005,7050381
0.795,0.17,0.035,6889991
0.113,0.795,0.092,6838437
0.244,0.737,0.019,7054720
0.761,0.136,0.103,6813860
0.176,0.811,0.013,7070426
0.904,0.076,0.02,7026194
0.83,0.12,0.05,6992261
0.925,0.064,0.011,7075543
0.075,0.132,0.793,7137894
0.199,0.114,0.687,6988276
0.962,0.033,0.005,7140751
0.10516666666666666,0.8618333333333332,0.033,7127486
0.988,0.008,0.004,7073959
0.107,0.868,0.025,7080411
0.998,0.002,0.0,6907715
0.9425,0.0525,0.005,7139296
0.992,0.007,0.001,7111848
0.857,0.11816666666666666,0.024833333333333332,7063140
0.879,0.11,0.011,7131087
0.891,0.1,0.009,7010751
0.44339126984126975,0.5486087301587304,0.008,7025466
0.959,0.037,0.004,7187536
0.947,0.049,0.004,6853837
0.948,0.049,0.003,7215566
0.8926666666666667,0.09633333333333334,0.011,7190867
0.932,0.057,0.011,7099083
0.938,0.052,0.01,6988047
0.952,0.028,0.02,6874836
0.862,0.1025,0.0355,6875908
